,ga:pagepath,ga:pageviews,ga:uniquepageviews
0,/,494,359
1,/2012-ocean-sciences-meeting,1,1
2,/3rd-international-ubi-summer-school-2012,13,10
3,/403.html?page=/blog/2012-07-02-hosted-continuous-integration-servers-infrastructure&from=,1,1
4,/403.html?page=/open-call-application-form&from=,1,1
5,/403.html?page=/open-call&from=,1,1
6,/404.html?page=/blog2011-05-02&from=,1,1
7,/404.html?page=/blog2011-0502&from=,1,1
8,/404.html?page=/fellowship-­‐programme&from=,1,1
9,/404.html?page=/guides&from=,1,1
10,/404.html?page=/maintainable-software-practice-&from=,1,1
11,/404.html?page=/maintainable-software-practices-workshop&from=,1,1
12,/404.html?page=/maintainable-software-practices&from=,1,1
13,/404.html?page=/maintainable-software-practices&from=http://www.software.ac.uk/maintainable-software-practices,1,1
14,/404.html?page=/resources/guides/cloud-for-funders-best-practice&from=,2,1
15,/404.html?page=/resources/What infrastructure do you need to start developing research software?&from=,1,1
16,/about,67,54
17,/about/advisory-board,6,6
18,/about/cite-us,2,2
19,/about/contact,24,23
20,/about/media,9,8
21,/about/our-partners,8,8
22,/about/people,58,48
23,/advanced-school-scientific-development-day-5-exercises,2,2
24,/agent-reports,56,34
25,/agents,90,71
26,/agents/agent-faqs,1,1
27,/agents/agent-profiles,106,72
28,/agents/more-information-about-agent-network,29,22
29,/astonishingly-fast-fitting-models-big-datasets,1,1
30,/banner-289,1,1
31,/blog,84,63
32,/blog?page=1,9,9
33,/blog?page=10,1,1
34,/blog?page=2,5,5
35,/blog?page=3,2,2
36,/blog?page=4,2,2
37,/blog?page=5,2,2
38,/blog?page=6,3,2
39,/blog?page=7,2,2
40,/blog?page=8,2,2
41,/blog?page=9,1,1
42,/blog/,1,1
43,/blog/2010-11-24-what-cloud-computing-got-right,1,1
44,/blog/2010-11-26-changing-software-nightmare-tracking-scientific-data,2,2
45,/blog/2010-12-16-experiences-paraview-and-python,50,50
46,/blog/2011-01-18-thinking-about-migrating-different-repository,6,6
47,/blog/2011-02-17-dev8d-dipping-toe-developers-world,1,1
48,/blog/2011-02-23-sword-software-ontology-research-description,6,4
49,/blog/2011-04-11-grid-computing-explained-european-grid-initiative-user-forum,1,1
50,/blog/2011-04-12-what-do-we-want-fewer-abbreviations-when-do-we-want-them-asap,1,1
51,/blog/2011-04-14-coder-programmer-or-software-developer-spot-difference,14,13
52,/blog/2011-05-02-publish-or-be-damned-alternative-impact-manifesto-research-software,7,6
53,/blog/2011-06-02-commercialising-your-software,11,9
54,/blog/2011-06-22-what-makes-good-code-good,8,7
55,/blog/2011-07-08-why-reproducibility-important,1,1
56,/blog/2011-08-17-technology-transfer-and-software-sustainability,1,1
57,/blog/2011-08-31-training-researchers-code-university-glasgow,2,2
58,/blog/2011-09-02-wtfsmin-indicator-code-quality,2,2
59,/blog/2011-09-22-chemistry-experiments-computer-instead-bench-top,6,4
60,/blog/2011-09-22-i-didnt-want-be-project-manager,6,4
61,/blog/2011-09-29-what-will-climate-change-do-our-wheat,1,1
62,/blog/2011-10-07-ssi-seiuccr-summer-school-0,2,2
63,/blog/2011-10-11-should-big-brother-get-better-vision,1,1
64,/blog/2011-10-13-save-scientific-legacy-code,1,1
65,/blog/2011-10-20-biodiversity-spice-life,1,1
66,/blog/2011-11-01-getting-started-android,1,1
67,/blog/2011-11-02-finding-best-online-resources,1,1
68,/blog/2011-11-14-ten-hints-testing-eclipse-plug-ins,2,2
69,/blog/2011-11-30-celery-not-be-sniffed,28,25
70,/blog/2011-12-02-how-successfully-attract-equity-investment,1,1
71,/blog/2011-12-02-i-am-not-light-bulb,2,2
72,/blog/2011-12-16-what-makes-good-code-good-digital-social-research-view,9,3
73,/blog/2011-12-22-scala-fewer-lines-code-and-better-pay,2,2
74,/blog/2012-01-19-how-easy-it-teach-software-skills,5,5
75,/blog/2012-02-17-evaluating-software-behind-some-worlds-large-experimental-facilities,2,2
76,/blog/2012-02-17-what-makes-good-code-good-and-peer-software-reviewing-dev8d,2,2
77,/blog/2012-03-05-five-top-tips-promoting-your-software,7,7
78,/blog/2012-03-23-announcing-journal-open-research-software-software-metajournal,11,8
79,/blog/2012-03-27-rtfm-four-letter-word,2,1
80,/blog/2012-04-04-extending-and-documenting-robocup-rescue,1,1
81,/blog/2012-04-05-software-engineering-too-high-price-pay,3,1
82,/blog/2012-04-12-where-do-you-publish-your-results,1,1
83,/blog/2012-04-16-marrying-prince2-agile-development,25,24
84,/blog/2012-04-16-opportunity-learn-huge-amount-very-short-time,1,1
85,/blog/2012-04-17-developing-dynamic-biomedical-research-support-systems-need-domain-expertise,17,16
86,/blog/2012-04-19-top-tips-using-open-source-repository,1,1
87,/blog/2012-04-20-ocean-sciences-meeting-2012-salt-lake-city-usa,1,1
88,/blog/2012-04-20-top-tips-migrating-open-source-repository,3,3
89,/blog/2012-04-23-how-encourage-developers-share-code,1,1
90,/blog/2012-04-23-work-scientific-software-engineers-recognised-academia,17,16
91,/blog/2012-04-26-top-5-tips-releasing-software,1,1
92,/blog/2012-04-26-top-five-donts-software-development,11,9
93,/blog/2012-05-01-scientific-software-developer-academia,2,2
94,/blog/2012-05-02-uks-first-software-carpentry-boot-camp,15,10
95,/blog/2012-05-03-five-tops-tips-documentation,4,4
96,/blog/2012-05-08-how-encourage-developers-share-code,3,3
97,/blog/2012-05-09-five-top-tips-developing-android-apps,10,10
98,/blog/2012-05-15-clear-climate-code-rewriting-legacy-science-software-clarity,2,2
99,/blog/2012-05-16-now-its-our-turn-software-carpentry-newcastle,5,4
100,/blog/2012-05-16-top-five-tips-releasing-software,6,4
101,/blog/2012-06-06-what-infrastructure-do-you-need-start-developing-research-software-our-top-tips,7,6
102,/blog/2012-06-06-what-infrastructure-do-you-need-strengthen-community-engagement-and-deliver-reliable,3,3
103,/blog/2012-06-19-infrastructure-unselfish-software-development-collection-top-tips,10,10
104,/blog/2012-06-19-what-infrastructure-do-you-need-foster-closer-collaboration-around-your-software-our,4,3
105,/blog/2012-06-20-migrating-sourceforge-wordpress-blog-hosted-apps-walkthrough,125,79
106,/blog/2012-06-21-communicating-science-parliamentarians,6,6
107,/blog/2012-06-22-fascinating-day-learning-about-audio-and-music-research-soundsoftware-2012,3,3
108,/blog/2012-06-22-how-describe-software-you-used-your-research-top-ten-tips,11,10
109,/blog/2012-06-22-why-researchers-should-avoid-reality,3,3
110,/blog/2012-06-28-strengthen-community-engagement-and-deliver-reliable-software-right-infrastructure-o,8,7
111,/blog/2012-06-29-sicsa-2012,6,5
112,/blog/2012-07-02-hosted-continuous-integration-servers-infrastructure,47,6
113,/blog/2012-07-02-there-something-sourceforge-which-will-build-our-software-and-run-our-tests,1,1
114,/blog/2012-07-06-raising-stakes-ontologies,26,17
115,/blog/2012-07-06-science-open-enterprise,24,12
116,/blog/2012-07-10-why-researchers-should-avoid-reality,22,18
117,/blog/2012-07-16-infrastructure-closer-collaboration-our-top-tips,19,17
118,/blog/2012-07-17-infrastructure-unselfish-software-development-collection-top-tips,24,14
119,/blog/2012-07-17-new-approach-software-design-better-stories,29,22
120,/blog/2012-07-27-r-or-not-r-royal-statistical-society,29,22
121,/choosing-right-open-source-software-your-project,8,7
122,/cloud-for-funders-best-practice,1,1
123,/comment/delete/202,1,1
124,/comment/delete/203,1,1
125,/comment/delete/204,1,1
126,/comment/delete/205,1,1
127,/comment/delete/206,1,1
128,/comment/delete/207,1,1
129,/comment/delete/209,1,1
130,/comment/delete/210,1,1
131,/comment/delete/211,1,1
132,/comment/delete/212,1,1
133,/comment/delete/213,1,1
134,/comment/delete/214,1,1
135,/comment/delete/215,1,1
136,/comment/delete/216,1,1
137,/comment/delete/217,1,1
138,/comment/delete/218,1,1
139,/comment/delete/219,1,1
140,/comment/delete/220,1,1
141,/comment/delete/221,1,1
142,/comment/delete/222,1,1
143,/comment/delete/224,1,1
144,/comment/delete/225,1,1
145,/comment/delete/227,1,1
146,/comment/delete/229,1,1
147,/comment/delete/230,1,1
148,/comment/delete/231,1,1
149,/comment/delete/232,1,1
150,/comment/delete/233,1,1
151,/comment/delete/234,1,1
152,/comment/delete/235,1,1
153,/comment/delete/236,1,1
154,/comment/delete/237,1,1
155,/comment/delete/238,1,1
156,/comment/delete/239,1,1
157,/comment/delete/240,1,1
158,/comment/edit/259,1,1
159,/comment/edit/260?destination=admin/content/comment/approval,1,1
160,/comment/reply/393,2,1
161,/comment/reply/579,2,1
162,/comment/reply/581,2,2
163,/content-summary,1,1
164,/creating-videos-software-projects,2,1
165,/cw12,48,39
166,/CW12,11,2
167,/cw12/accommodation-cw12,1,1
168,/cw12/cw12-agenda,6,2
169,/cw12/cw12-breakout-topics,4,1
170,/cw12/cw12-breakouts,4,3
171,/cw12/cw12-collaborative-ideas,2,2
172,/cw12/cw12-five-important-things,5,5
173,/cw12/cw12-lightning-talks,1,1
174,/cw12/cw12-topics-lightning-talks,7,7
175,/cw12/cw12-whos-attending,1,1
176,/developing-portlets-multiple-portal-platforms,17,14
177,/end-project-questionnaire-developers,18,2
178,/events,18,15
179,/events/,1,1
180,/events/2011-03-03-collaborations-workshop,1,1
181,/events/2011-09-26-e-science-all-hands-meeting-2011,6,2
182,/events/2011-11-29-3rd-ieee-international-conference-cloud-computing-technology-and-science-ieee-clou,4,4
183,/events/2011-12-12-sustainability-training-workshop-12-december-2011-oxford,1,1
184,/events/2012-05-14-software-carpentry-bootcamp,1,1
185,/events/2012-06-10-para-2012-workshop-state-art-scientific-and-parallel-computing,2,2
186,/events/2012-06-18-sciencecloud-2012-3rd-workshop-scientific-cloud-computing,4,4
187,/events/2012-06-19-biobytes-workshop-bioscientists,4,3
188,/events/2012-06-25-csc-summer-school-high-performance-computing,2,1
189,/events/2012-07-03-summer-science-exhibition-2012-royal-society,1,1
190,/events/2012-07-09-web-science-summer-school,1,1
191,/events/2012-08-12-seiuccr-summer-school-2012,4,3
192,/events/2012-09-10-autumn-academy-high-performance-computing,2,2
193,/events/2012-09-10-digital-research-2012,11,11
194,/events/2012-09-24-2012-international-workshop-sustainable-software-development-heterogeneous-systems,1,1
195,/events/2012-10-09-first-workshop-maintainable-software-practices-e-science-softwarepractice12,1,1
196,/events/archive,2,2
197,/exactly-what-software-did-you-use-how-describe-software-you-used-your-research,1,1
198,/fellowship-programme,23,20
199,/filter/tips,1,1
200,/founding-organisations,23,19
201,/getting-know-jenkins,3,1
202,/help-travel-requests-and-conference-reports,13,10
203,/home/cw11,4,2
204,/home/cw11/giving-good-lightning-talk,13,11
205,/home/cw11/lightning-talks,1,1
206,/how-run-software-carpentry-boot-camp,13,10
207,/join-our-agents-network,6,3
208,/knowledge-gaps-phd-conference-2012,8,6
209,/login,21,18
210,/maintainable-software-practice-workshop,201,156
211,/managing-software-exercise-1-0,1,1
212,/more-information-about-agent-network,6,6
213,/news,67,55
214,/news?page=1,8,7
215,/news?page=11,1,1
216,/news?page=15,2,1
217,/news?page=2,5,5
218,/news?page=3,4,4
219,/news?page=4,3,3
220,/news?page=5,3,2
221,/news?page=6,5,2
222,/news?page=7,4,1
223,/news?page=8,1,1
224,/news/,1,1
225,/news/2010-06-01-future-software,2,1
226,/news/2011-02-02-website-launch-digital-social-research,3,1
227,/news/2011-04-18-coder-programmer-or-software-developer-spot-difference,2,1
228,/news/2011-06-03-asksteve-avoiding-dependency-problems,1,1
229,/news/2011-08-17-ngs-secure-funding-until-july-2012,1,1
230,/news/2011-08-30-peering-under-sarongs,2,2
231,/news/2011-09-22-announcing-our-agents-2011,3,1
232,/news/2011-09-22-research-computing-ecosystem-final-report,4,2
233,/news/2011-09-29-what-will-climate-change-do-our-wheat,2,1
234,/news/2011-10-11-should-big-brother-get-better-vision,1,1
235,/news/2011-12-05-asksteve-testing-frameworks-python,1,1
236,/news/2011-12-12-funding-available-development-bioinformatics-tools-and-computational-approaches-bios,1,1
237,/news/2011-12-12-reviewers-needed-ieee-guide-software-engineering-body-knowledge,1,1
238,/news/2012-01-16-collaborations-workshop-registration-open,1,1
239,/news/2012-01-19-shape-future-uk-national-grid-service,1,1
240,/news/2012-03-05-build-better-scientific-software-dcse-funding-available-uk-universityregional-hpc-co,5,5
241,/news/2012-03-08-only-five-places-left-collaborations-workshop,1,1
242,/news/2012-03-30-researcher-programmer-new-species,4,4
243,/news/2012-04-23-secret-computer-code-threatens-science,1,1
244,/news/2012-04-25-does-cultural-analysis-have-role-software-design,4,1
245,/news/2012-04-27-let-us-know-about-software-catalogues,1,1
246,/news/2012-04-30-i-say-i-say-i-say-my-developer-has-no-nose,1,1
247,/news/2012-05-03-software-future-epsrc-invitation-address-grand-challenges,1,1
248,/news/2012-05-07-biobytes-learn-about-practical-computing-solutions-molecular-modelling-ligand-dockin,2,2
249,/news/2012-05-09-new-look-ariadne-features-collaborations-workshop-article,2,2
250,/news/2012-05-10-soundsoftware-2012-workshop-robust-software-development-and-reproducible-research,1,1
251,/news/2012-05-31-future-uks-digital-infrastructure,1,1
252,/news/2012-06-07-share-your-best-practice-developing-and-maintaining-software-e-science,2,2
253,/news/2012-06-08-new-phd-student-scientific-computing-apply-autumn-academy-high-performance-computing,2,2
254,/news/2012-06-13-call-contributions-digital-research-conference,7,7
255,/news/2012-06-15-vacancies-open-source-specialists-oss-watch,4,3
256,/news/2012-06-18-help-needed-scoping-review-social-science-data,2,1
257,/news/2012-06-19-important-news-sourceforge-users-hosted-apps-support-ends-1st-september,10,10
258,/news/2012-06-20-asksteve-when-optimise-code,4,3
259,/news/2012-06-20-microsoft-and-amazon-join-e-infrastructure-summer-school,2,2
260,/news/2012-06-21-want-run-software-carpentry-boot-camp-heres-how,9,8
261,/news/2012-06-29-digital-preservation-and-curation-danger-overlooking-software,25,22
262,/news/2012-06-29-supercomputing-driver-s-licence,14,14
263,/news/2012-07-06-devcsi-developer-stakeholder-survey,4,3
264,/news/2012-07-09-developing-portlets-multiple-portal-platforms-new-guide,13,9
265,/news/2012-07-10-funding-travel-and-more-new-fellowship-programme,41,29
266,/news/2012-07-11-funding-travel-and-more-new-fellowship-programme,344,293
267,/news/2012-07-19-call-google-data-analytics-social-science-research,27,25
268,/news/2012-07-31-digital-research-2012-call-contributions-deadline-13-august-2012,5,5
269,/online-sustainability-evaluation,26,13
270,/open-call,2,1
271,/open-call-application-form,1,1
272,/pagepreview/blog_node_form,3,3
273,/pagepreview/page_node_form,5,3
274,/photos-collaborations-workshop-2011,1,1
275,/physics-sports,14,11
276,/porting-portlets-other-platforms,1,1
277,/ready-release,5,5
278,/resources,13,9
279,/resources/approaches-software-sustainability,18,18
280,/resources/case-studies,13,10
281,/resources/case-studies/better-software-and-better-software-management-even-across-distributed-team,4,2
282,/resources/case-studies/helping-visualise-what-happens-inside-nuclear-reactor,1,1
283,/resources/case-studies/making-software-available-new-users,1,1
284,/resources/conference-intelligence,57,37
285,/resources/conference-intelligence/2012-ocean-sciences-meeting,5,5
286,/resources/conference-intelligence/atlasti-6-introductory-workshop,1,1
287,/resources/conference-intelligence/cold-spring-harbor-laboratorywellcome-trust-conference-genome-info,4,3
288,/resources/conference-intelligence/dev8d-2012,10,8
289,/resources/conference-intelligence/digital-engagement-2011,2,2
290,/resources/conference-intelligence/visualizing-biological-data-vizbi-2012,17,14
291,/resources/guides,58,40
292,/resources/guides/adopting-open-source-licence,1,1
293,/resources/guides/choosing-project-and-product-names,71,70
294,/resources/guides/choosing-repository-your-software-project,51,44
295,/resources/guides/cloud-for-funders-best-practice,9,5
296,/resources/guides/cloud-for-research-best-practice,11,5
297,/resources/guides/creating-and-managing-sourceforge-projects,88,79
298,/resources/guides/defending-your-code-against-dependency-problems,6,6
299,/resources/guides/developing-maintainable-software,37,28
300,/resources/guides/migrating-project-resources-what-remember,2,2
301,/resources/guides/recruiting-champions-your-project,8,8
302,/resources/guides/recruiting-student-developers,6,3
303,/resources/guides/retrieving-project-resources-nescforge,1,1
304,/resources/guides/software-development-general-best-practice,22,15
305,/resources/guides/supporting-open-source-software,1,1
306,/resources/guides/testing-your-software,7,6
307,/resources/guides/writing-readable-source-code,14,13
308,/resources/preserving-software-resources,32,21
309,/resources/terra-cognita-and-international-semantic-web-conference-2011,4,4
310,/resources/top-tips,34,18
311,/resources/useful-resources,23,17
312,/search/node/agents,1,1
313,/search/node/bakshi,1,1
314,/search/node/bounce mail management,1,1
315,/search/node/case studies,1,1
316,/search/node/catalysers,1,1
317,/search/node/champions,1,1
318,/search/node/chaste,1,1
319,/search/node/clear climate code,1,1
320,/search/node/conference reports,1,1
321,/search/node/david roure,1,1
322,/search/node/devcsi,1,1
323,/search/node/devd 2013,2,1
324,/search/node/digital research,1,1
325,/search/node/DiRAC,1,1
326,/search/node/dirk,1,1
327,/search/node/fellow,1,1
328,/search/node/fellows,1,1
329,/search/node/http://What infrastructure do you need to start developing research software,1,1
330,/search/node/ilian,1,1
331,/search/node/interoperability,1,1
332,/search/node/issue tracking,1,1
333,/search/node/issue tracking software comparison,1,1
334,/search/node/issue tracking software comparison?page=1,1,1
335,/search/node/issue tracking software comparison?page=2,1,1
336,/search/node/issue tracking software comparison?page=3,2,1
337,/search/node/issue tracking software comparison?page=4,1,1
338,/search/node/JORS,1,1
339,/search/node/laura moss,1,1
340,/search/node/loza,2,1
341,/search/node/madagascar,1,1
342,/search/node/Mike Jackson,1,1
343,/search/node/Mike Jackson?page=1,1,1
344,/search/node/oxford,1,1
345,/search/node/python,2,2
346,/search/node/sarbjit,4,1
347,/search/node/Sarbjit,2,1
348,/search/node/software metapapers,1,1
349,/search/node/software practice,1,1
350,/search/node/software practice?page=1,1,1
351,/search/node/swo,1,1
352,/search/node/top tips,1,1
353,/search/node/What infrastructure do you need to start developing research software,1,1
354,/search/node/wp12,1,1
355,/so-exactly-what-software-did-you-use,15,15
356,/software-carpentry,38,35
357,/software-evaluation-guide,107,71
358,/software-evaluation-results?nid=448&surveyid=1336035893-xogoxq0nbt,1,1
359,/software-evaluation-results?nid=448&surveyid=1336466724-ulqpir16do,1,1
360,/translate_c?hl=ar&langpair=en|ar&rurl=translate.google.com.sa&u=http://www.software.ac.uk/events/2012-05-14-software-carpentry-bootcamp&usg=ALkJrhjsKczgrDAPK6ew4Xwj5ozX_wJhdg,1,1
361,/translate_c?hl=fr&langpair=en|fr&rurl=translate.google.co.ma&twu=1&u=http://www.software.ac.uk/events/2012-05-14-software-carpentry-bootcamp&usg=ALkJrhiqjV-6gEewn9nXJ_iubgUw-L1EAg,2,1
362,/translate_c?hl=pt-BR&langpair=en|pt&rurl=translate.google.com.br&u=http://software.ac.uk/who-do-we-work&usg=ALkJrhi4tzmTzhX-mc-dm8ntfrtOWVRiig,1,1
363,/travel-request-page,18,13
364,/user,70,42
365,/user/,1,1
366,/user/7,1,1
367,/user/password,1,1
368,/using-continuous-integration-build-and-test-your-software,14,5
369,/what-do-we-do,52,37
370,/what-do-we-do/events-attended,25,16
371,/what-do-we-do/google-summer-of-code,17,12
372,/what-do-we-do/google-summer-of-code/dynamic-reoptimisation-distributed-workflows-ogsa-dai,2,2
373,/what-do-we-do/google-summer-of-code/improving-dqp-ogsadai,2,2
374,/what-do-we-do/google-summer-of-code/knowledge-base-browser,1,1
375,/what-do-we-do/google-summer-of-code/parameter-sweeping-gridsam,1,1
376,/what-do-we-do/google-summer-of-code/project-idea-template-contributor,3,3
377,/what-do-we-do/google-summer-of-code/rapid-integration-jclouds-multi-cloud-library,1,1
378,/what-do-we-do/google-summer-of-code/restful-ogsadai,7,4
379,/what-do-we-do/google-summer-of-code/scalable-testing-distributed-applications,1,1
380,/what-do-we-do/preserving-software,4,3
381,/what-do-we-do/seiuccr-project,6,4
382,/what-do-we-do/talks-and-training,26,22
383,/who-do-we-work,16,9
384,/who-do-we-work/brain-research-imaging-centre-edinburgh,7,6
385,/who-do-we-work/cooling-muons-particle-physics,9,7
386,/who-do-we-work/culham-centre-fusion-energy,3,3
387,/who-do-we-work/dmacrys,7,6
388,/who-do-we-work/ecias,6,6
389,/who-do-we-work/journaltocs,3,3
390,/who-do-we-work/sprint,5,5
391,/who-do-we-work/synthsys,7,6
392,/who-do-we-work/textvre,3,3
