,ga:pagepath,ga:pageviews,ga:uniquepageviews
0,/,862,752
1,/?p=97,1,1
2,/3d-body-scanning-technologies,7,5
3,/403.html?page=/blog/2016-09-30-using-github-effectively&from=,1,1
4,/403.html?page=/blog/2018-02-05-test-blog-publishing-draft&from=,1,1
5,/403.html?page=/comment/49030&from=https://ahrefs.com/site-explorer/referring/v2/domains/subdomains/historical/dofollow/all/3/ahrefs_top_asc?target=appspopo.com/,1,1
6,/403.html?page=/comment/53247&from=https://www.seoprofiler.com/olp/links?q=essayscouncil.com&pid=cc96461a55498078&page=299,1,1
7,/403.html?page=/comment/53285&from=,2,2
8,/403.html?page=/comment/58834&from=https://www.google.co.kr/,1,1
9,/403.html?page=/comment/59970&from=https://www.seoprofiler.com/olp/links?q=vex-3.com&pid=19aac8c087f5c8b7&st=0&sq=&dt=0&dq=&follow=dofollow&trust=all&tt=0&tq=&at=0&aq=&ind=all&cat=all&tld=all&special=all&found=0&sort=12&num=20&unique=unique&filter=Filter+links,1,1
10,/403.html?page=/comment/63516&from=https://www.seoprofiler.com/olp/links?q=happywheelsnow.com&pid=58a4df6f90a64b20&st=0&sq=&dt=0&dq=&follow=all&trust=all&tt=0&tq=&at=0&aq=&ind=all&cat=all&tld=all&special=all&found=0&sort=16&num=20&unique=unique&filter=Filter+links&page=16,1,1
11,/403.html?page=/news/registrations-open-carpentrycon-2018-dublin&from=,1,1
12,/404.html?page=/ images&from=,1,1
13,/404.html?page=/about.&from=,1,1
14,/404.html?page=/about/people/malcom-illingworth?_ga=2.171288352.1620687677.1518704644-307195904.1518704644&from=,2,1
15,/404.html?page=/about/www.software.ac.uk/people&from=https://www.software.ac.uk/about/contact,1,1
16,/404.html?page=/blog/2016-05-05-software-sustainability-remote-sensingRobin&from=https://www.facebook.com/,1,1
17,/404.html?page=/blog/2016-09-12-software-sustainability-remote-sensing&prev=search&from=,1,1
18,/404.html?page=/blog/software-carpentry.org&from=https://www.software.ac.uk/blog/2017-12-13-encouraging-good-software-development-practice-research-teams,1,1
19,/404.html?page=/blog/www.software.ac.uk/about/people/raniere-silva&from=https://www.software.ac.uk/blog/2018-02-01-diversity-inclusion-scientific-computing-unconference,1,1
20,/404.html?page=/blog/www.software.ac.uk/people/simon-hettrick&from=https://www.software.ac.uk/blog/2016-11-17-not-so-brief-history-research-software-engineers,1,1
21,/404.html?page=/blogin&from=,1,1
22,/404.html?page=/choosing-open-source-licenceknowledge-api-6.3.0.Final.jar&from=,1,1
23,/404.html?page=/fellowship-terms-and-conditions-2018&from=,1,1
24,/404.html?page=/fellowship-terms-and-conditions-2018&from=https://fellows.software.ac.uk/expense/,11,6
25,/404.html?page=/fellowship-terms-and-conditions-2018&from=https://fellows.software.ac.uk/expense/?fund_id=237,1,1
26,/404.html?page=/home/cw11/giving-good-lightning-talk s&from=,2,1
27,/404.html?page=/orcid.org/0000-0001-6390-2616&from=,1,1
28,/404.html?page=/orcid.org/0000-0001-6390-2616&from=https://www.software.ac.uk/shoaib-sufi,2,1
29,/404.html?page=/rdvw.&from=https://outlook.live.com/,1,1
30,/404.html?page=/resources/guides-everything/software-evaluation&from=,1,1
31,/404.html?page=/resources/guides/writing-readable-source-&from=,1,1
32,/404.html?page=/resources/preserving-software-resources&from=,2,1
33,/404.html?page=/search/node/shafi ahmed&from=http://drshafiahmed.com/academic-work/,1,1
