,ga:pagepath,ga:pageviews,ga:uniquepageviews
0,/,1071,893
1,"/?dm_i=2MP0,1ALFL,5FQCHS,4AQ06,1",1,1
2,"/?dm_t=0,0,0,0,0",1,1
3,/?p=8,1,1
4,/403.html?page=/about/get-involved-institutes-activities&from=,2,2
5,/403.html?page=/about/get-involved&from=,1,1
6,/403.html?page=/about/people/mike-jackson&from=https://www.software.ac.uk/blog/2016-09-28-look-fortran-unit-test-frameworks,1,1
7,/403.html?page=/about/people/mike-jackson&from=https://www.software.ac.uk/blog/2017-11-23-executing-python-code-submitted-web-service,3,1
8,/403.html?page=/about/people/mike-jackson&from=https://www.software.ac.uk/resources/guides-everything/using-git-shared-folders-and-virtual-machines-3,1,1
9,/403.html?page=/about/people/partners&from=https://software.ac.uk/about/people,1,1
10,/403.html?page=/about/people/steve-crouch?_ga=2.241792522.947290733.1539227205-1643280328.1539227205&from=https://software.ac.uk/resources/guides/developing-maintainable-software,1,1
11,/403.html?page=/admin/config&from=https://35.176.183.9/admin/modules?filter=site,1,1
12,/403.html?page=/admin/content?status=All&type=homepage_intro&title=&langcode=All&from=,1,1
13,/403.html?page=/admin/reports/updates&from=,2,2
14,/403.html?page=/blog/2018-10-17-coding-club-peer-learning-programming-statistics-and-data-science&from=,5,2
15,/403.html?page=/events/2011-11-11-devxs-developers-unite&from=https://www.google.co.uk/,1,1
16,/403.html?page=/joe-parker&from=https://www.google.co.uk/,1,1
17,/403.html?page=/robert-haines?_ga=2.83442769.615494663.1540197144-1818316373.1538830881&from=https://www.software.ac.uk/blog/2017-12-11-why-research-software-engineers-should-have-permanent-contracts,1,1
18,/404.html?page=/about/people/aleksandra-pawlik&from=,1,1
19,/404.html?page=/about/staffy&from=,1,1
20,/404.html?page=/admin/&from=,1,1
21,/404.html?page=/admin/admin/content?status=All&type=homepage_intro&title=&langcode=All&from=,1,1
22,/404.html?page=/admin&from=,3,3
23,/404.html?page=/admin&from=https://35.176.183.9/admin/config/search/xmlsitemap/entities/settings,1,1
24,/404.html?page=/admin&from=https://35.176.183.9/admin/content,1,1
25,/404.html?page=/admin&from=https://35.176.183.9/admin/people/permissions,1,1
26,/404.html?page=/admin&from=https://35.176.183.9/admin/reports/status,1,1
27,/404.html?page=/admin&from=https://35.176.183.9/update.php/results,4,2
28,/404.html?page=/admin&from=https://35.176.183.9/update.php/selection,3,1
29,/404.html?page=/blog/2013-08-23-ten-reasons-be-research-software-engineer.&from=,3,2
30,/404.html?page=/blog/2017-09-01-lonely-journey-excel-pandas&from=,1,1
31,/404.html?page=/blog/2017-09-01-lonely-journey-excel-pandas&from=https://www.google.com/url?q=https://www.software.ac.uk/blog/2017-09-01-lonely-journey-excel-pandas&sa=D&sntz=1&usg=AFQjCNGU0fvqzsu_VBRtrpVVPU26kmMQmg,3,3
32,/404.html?page=/blog/2017-12-08-welcome-software-sustainability-institute-fellows-2018&from=https://t.co/xOch8RBCU5,1,1
33,/404.html?page=/blog/2018-01-23-rse-fellowship-plans-phil-hasnip-university-cambridge&from=https://www.york.ac.uk/physics/people/phil-hasnip/,2,2
34,/404.html?page=/blog/2018-05-09-building-communities-support-research-software-engineering-blog-series?_ga=2.174129378.1509975923.1540929753-2092721422.1540929753&from=https://www.software.ac.uk/blog/2018-05-10-building-communities-support-research-software-engineering-blog-series-23,1,1
35,/404.html?page=/blog/2018-06-08-towards-cultural-change-data-management-data-stewardship- practice&from=,1,1
36,/404.html?page=/blog/MjAxNi0wOS&from=,6,6
37,/404.html?page=/blog/MjAxOC0wNC&from=,1,1
38,/404.html?page=/blog/MjAxOC0xMC&from=https://t.co/jR5TDCOxXv,1,1
39,/404.html?page=/ca18&from=,2,1
40,/404.html?page=/cookies&from=https://www.software.ac.uk/resources/guides/starting-new-software-project-few-things-consider,1,1
41,/404.html?page=/fellows/@marklee77?_ga=2.176084257.2058990091.1541028157-1166120665.1541028157&from=https://www.software.ac.uk/about/fellows/mark-stillwell,1,1
42,/404.html?page=/fellows/richard-adamsC:/Users/e804670/Documents/Custom Office Templates&from=,1,1
43,/404.html?page=/home/cw11/Z2l2aW5nLW&from=,2,2
44,/404.html?page=/how-continuous-integration-can-help-you-regularly-test-and-release-your- software&from=,2,2
45,/404.html?page=/how-continuous-integration-can-help-you-regularly-test-and-release-your-&from=,2,2
46,/404.html?page=/news/2016-07-21-research-software-engineer-rse-conference&from=https://t.co/QsBzMufe2z,1,1
47,/404.html?page=/news/senior-research-software-engineer&from=https://www.google.com/,1,1
48,/404.html?page=/people/steve-crouch&from=,2,1
49,/404.html?page=/programmes-events/carpentries/data-carpentry&from=https://www.software.ac.uk/programmes-events/carpentries/what-are-carpentries,1,1
50,/404.html?page=/resources/about&from=http://github-pages.ucl.ac.uk/rsd-engineeringcourse/ch04packaging/06Licensing.html,1,1
51,/404.html?page=/resources/guides/writing-readable-sourchttp://www.apjmr.com/wp-content/uploads/2017/11/APJMR-2017.5.4.04.pdfe-code&from=,1,1
52,/404.html?page=/resoures/guides/choosing-repository-your-software-project&from=,2,1
53,/404.html?page=/sitemap.xml&from=,10,3
54,/404.html?page=/sitemap.xml&from=https://35.176.183.9/admin/config/development/performance,1,1
55,/404.html?page=/sitemap.xml&from=https://35.176.183.9/admin/config/search/xmlsitemap/settings,1,1
56,/404.html?page=/sitemap.xml&from=https://35.176.183.9/admin/modules,1,1
57,/404.html?page=/sitemap&from=https://35.176.183.9/admin/config/search/sitemap,1,1
58,/404.html?page=/sitempa&from=,1,1
59,/404.html?page=/sites/default/files/SSI-SoftwareEvaluationCrite-ria.pdf?_ga=2.46636773.339099700.1537955637-1666348464.1537955637&from=,1,1
60,/404.html?page=/sites/default/files/SSI-SoftwareEvaluationCriteria.pdf.&from=,1,1
61,/404.html?page=/staff/people/mike-jackson&from=,1,1
62,/404.html?page=/tag-feed?tag=Breaking Software Barriers&from=https://www.software.ac.uk/blog/2016-09-26-going-distance-natural-abundance,1,1
63,"/404.html?page=/tags/wssspe,jamesgrant&from=",2,1
64,/404.html?page=/tags/wssspe+jamesgrant&from=,1,1
65,/404.html?page=/terms&from=,2,2
66,/404.html?page=/testimonials&from=,1,1
67,/404.html?page=/update&from=,1,1
68,/404.html?page=/users&from=,1,1
69,/404.html?page=/www.myexperiment.org&from=https://www.software.ac.uk/about/staff/person/carole-goble,1,1
70,/404.html?page=/www.seek4science.org&from=https://www.software.ac.uk/about/staff/person/carole-goble,1,1
71,/404.html?page=/www.software.ac.uk/about/people/aleksandra-nenadic&from=https://www.software.ac.uk/generating-google-maps-out-google-spreadsheets,1,1
72,/404.html?page=/xmlsitemap&from=,2,1
73,/about,117,99
74,/about/advisory-board,32,30
75,/about/advisory-board/david-gavaghan,2,1
76,/about/advisory-board/louise-tillman,2,1
77,/about/advisory-board/neil-geddes,9,9
78,/about/engage-us,5,1
79,/about/fellows,115,76
80,/about/fellows/adam-jackson,16,11
81,/about/fellows/adam-tomkins,9,7
82,/about/fellows/alejandra-gonzalez-beltran,6,4
83,/about/fellows/aleksandra-pawlik,2,2
84,/about/fellows/alex-chartier,1,1
85,/about/fellows/alexander-konovalov,1,1
86,/about/fellows/alexander-morley,3,3
87,/about/fellows/alice-harpole,3,3
88,/about/fellows/alys-brett,1,1
89,/about/fellows/andy-south,1,1
90,/about/fellows/anna-powell-smith,1,1
91,/about/fellows/becky-arnold,15,12
92,/about/fellows/bethan-davies,1,1
93,/about/fellows/blair-archibald,2,2
94,/about/fellows/boris-adryan,2,1
95,/about/fellows/brigitta-sipocz,11,10
96,/about/fellows/caitlin-bentley,1,1
97,/about/fellows/caroline-jay,6,5
98,/about/fellows/cefn-hoile,3,3
99,/about/fellows/claire-donoghue,2,1
100,/about/fellows/colin-semple,1,1
101,/about/fellows/craig-maclachlan,2,2
102,/about/fellows/cyril-pernet,1,1
103,/about/fellows/danny-wong,6,6
104,/about/fellows/dominic-orchard,2,2
105,/about/fellows/edward-fisher,2,2
106,/about/fellows/edward-smith,3,3
107,/about/fellows/eike-mueller,2,2
108,/about/fellows/eilis-hannon,6,3
109,/about/fellows/gary-leeming,7,6
110,/about/fellows/geraint-palmer,12,10
111,/about/fellows/hans-fangohr,1,1
112,/about/fellows/heather-packer,6,6
113,/about/fellows/iza-romanowska,1,1
114,/about/fellows/james-harold-davenport,1,1
115,/about/fellows/james-spencer,5,5
116,/about/fellows/jane-charlesworth,15,15
117,/about/fellows/kathryn-rose,1,1
118,/about/fellows/krishna-kumar,8,6
119,/about/fellows/laurent-gatto,7,6
120,/about/fellows/liberty-foreman,1,1
121,/about/fellows/manuel-corpas,1,1
122,/about/fellows/mark-basham,3,3
123,/about/fellows/mark-stillwell,1,1
124,/about/fellows/martin-donnelly,3,3
125,/about/fellows/matt-williams,7,6
126,/about/fellows/matthew-upson,4,4
127,/about/fellows/melody-sandells,1,1
128,/about/fellows/michael-fischer,1,1
129,/about/fellows/mike-croucher,2,2
130,/about/fellows/natalie-stanford,2,2
131,/about/fellows/nikoleta-glynatsi,4,4
132,/about/fellows/oliver-laslett,2,2
133,/about/fellows/olivia-guest,3,2
134,/about/fellows/rebecca-wilson,3,2
135,/about/fellows/reka-solymosi,15,11
136,/about/fellows/richard-adams,9,8
137,/about/fellows/robert-haines,9,7
138,/about/fellows/robert-patton,1,1
139,/about/fellows/robin-long,1,1
140,/about/fellows/robin-wilson,1,1
141,/about/fellows/ross-mounce,1,1
142,/about/fellows/sammie-buzzard,4,3
