,ga:pagepath,ga:pageviews,ga:uniquepageviews
0,/,409,277
1,/2012-ocean-sciences-meeting,2,2
2,/403.html?page=/blog/2012-06-06-my-research-software-becoming-widely-used-what-infrastructure-do-i-need-support-my-u&from=,1,1
3,/403.html?page=/blog/2012-06-20-migrating-sourceforge-wordpress-blog-hosted-apps-walkthrough&from=,2,1
4,/403.html?page=/blog/2012-06-20-migrating-sourceforge-wordpress-blog-hosted-apps-walkthrough&from=http://www.software.ac.uk/blog,1,1
5,/403.html?page=/blog/2012-06-22-why-it-can-be-good-researchers-avoid-reality&from=,1,1
6,/403.html?page=/how-run-software-carpentry-boot-camp&from=,2,2
7,/403.html?page=/how-run-software-carpentry-boot-camp&from=http://software.ac.uk/software-carpentry,1,1
8,/403.html?page=/logout&from=http://live-ssi-www.epcc.ed.ac.uk/admin/reports/dblog,1,1
9,/403.html?page=/news/2012-06-19-sourceforge-retire-hosted-apps-1st-september&from=,1,1
10,/404.html?page=/header-logo.jpg&from=,1,1
11,/404.html?page=/header-logo.png&from=,1,1
12,/404.html?page=/images/header-logo.jpg&from=,2,1
13,/404.html?page=/images/header-logo.png&from=,1,1
14,/404.html?page=/logo.png&from=,1,1
15,/404.html?page=/medicine/&from=,1,1
16,/404.html?page=/news/2012-06-19-sourceforge-retire-hosted-apps-1st-septem$&from=,1,1
17,/404.html?page=/resources/guides/choosing-repository-your-softwar&from=,1,1
18,/404.html?page=/resources/guides/choosing-repository-your-software-p&from=,1,1
19,/404.html?page=/sites/default/files/images/content/head-logo.jpg&from=,1,1
20,/404.html?page=/sites/default/files/images/content/header-logo.jpg&from=,1,1
21,/404.html?page=/sites/default/files/images/content/header-logo.npg&from=,1,1
22,/404.html?page=/sites/default/files/images/content/header-logo.png&from=,1,1
23,/404.html?page=/sites/default/files/images/content/Jazz.jpg&from=,1,1
24,/404.html?page=/SustainingSoftware.html&from=,1,1
25,/about,49,41
26,/about/advisory-board,5,3
27,/about/contact,9,9
28,/about/media,3,2
29,/about/our-partners,8,7
30,/about/people,43,37
31,/advanced-school-scientific-development-day-5-exercises,4,4
32,/agent-reports,10,8
33,/agents,42,33
34,/agents/agent-faqs,1,1
35,/agents/agent-profiles,29,22
36,/agents/more-information-about-agent-network,24,18
37,/astonishingly-fast-fitting-models-big-datasets,2,2
38,/blog,113,60
39,/blog?page=1,17,13
40,/blog?page=2,10,5
41,/blog?page=3,10,5
42,/blog?page=4,6,2
43,/blog?page=5,5,2
44,/blog?page=6,2,2
45,/blog?page=8,1,1
46,/blog/,1,1
47,/blog/2010-12-16-experiences-paraview-and-python,82,82
48,/blog/2010-12-21-geotod-ii-linked-data-demonstrator-live,2,1
49,/blog/2011-01-11-organising-successful-event-cw11,1,1
50,/blog/2011-01-17-continuous-integration-gets-new-butler,3,2
51,/blog/2011-01-18-thinking-about-migrating-different-repository,6,4
52,/blog/2011-02-23-sword-software-ontology-research-description,1,1
53,/blog/2011-02-28-open-source-community-simplified,1,1
54,/blog/2011-04-11-three-tips-software-sustainability-egi-user-forum,2,2
55,/blog/2011-04-14-coder-programmer-or-software-developer-spot-difference,14,14
56,/blog/2011-05-02-publish-or-be-damned-alternative-impact-manifesto-research-software,1,1
57,/blog/2011-06-02-commercialising-your-software,6,5
58,/blog/2011-06-22-ssi-effective-scientific-programming-workshop,1,1
59,/blog/2011-06-22-what-makes-good-code-good,3,3
60,/blog/2011-08-04-open-research-computation-ordinary-journal-extraordinary-aims,1,1
61,/blog/2011-09-02-wtfsmin-indicator-code-quality,14,10
62,/blog/2011-09-22-chemistry-experiments-computer-instead-bench-top,6,5
63,/blog/2011-09-29-what-will-climate-change-do-our-wheat,2,2
64,/blog/2011-10-13-save-scientific-legacy-code,2,2
65,/blog/2011-11-01-getting-started-android,1,1
66,/blog/2011-11-14-ten-hints-testing-eclipse-plug-ins,4,2
67,/blog/2011-11-21-geotod-ii-all-hands-2011-and-semantic-web-2011,6,5
68,/blog/2011-11-30-celery-not-be-sniffed,26,23
69,/blog/2011-12-16-what-makes-good-code-good-digital-social-research-view,6,5
70,/blog/2011-12-20-how-many-funding-aggregators-do-we-need,2,2
71,/blog/2011-12-22-scala-fewer-lines-code-and-better-pay,1,1
72,/blog/2012-01-19-how-easy-it-teach-software-skills,5,3
73,/blog/2012-01-31-can-you-code-better-your-friends-find-out-dev8d,2,2
74,/blog/2012-02-03-usability-sustainability,2,1
75,/blog/2012-02-17-evaluating-software-behind-some-worlds-large-experimental-facilities,5,2
76,/blog/2012-02-17-what-makes-good-code-good-and-peer-software-reviewing-dev8d,1,1
77,/blog/2012-03-05-five-top-tips-promoting-your-software,8,8
78,/blog/2012-03-23-announcing-journal-open-research-software-software-metajournal,4,4
79,/blog/2012-03-26-usability-uk,1,1
80,/blog/2012-03-27-rtfm-four-letter-word,1,1
81,/blog/2012-04-02-simple-tangible-benefits-technically-minded-academics,2,2
82,/blog/2012-04-12-where-do-you-publish-your-results,2,2
83,/blog/2012-04-16-marrying-prince2-agile-development,20,20
84,/blog/2012-04-16-opportunity-learn-huge-amount-very-short-time,2,2
85,/blog/2012-04-17-developing-dynamic-biomedical-research-support-systems-need-domain-expertise,43,35
86,/blog/2012-04-18-getting-started-atlasti,2,2
87,/blog/2012-04-19-top-tips-using-open-source-repository,5,5
88,/blog/2012-04-20-top-tips-migrating-open-source-repository,9,9
89,/blog/2012-04-23-work-scientific-software-engineers-recognised-academia,10,9
90,/blog/2012-04-26-top-5-tips-releasing-software,2,2
91,/blog/2012-04-26-top-five-donts-software-development,14,9
92,/blog/2012-05-01-scientific-software-developer-academia,2,2
93,/blog/2012-05-02-uks-first-software-carpentry-boot-camp,10,8
94,/blog/2012-05-03-five-tops-tips-documentation,9,8
95,/blog/2012-05-08-how-encourage-developers-share-code,10,8
96,/blog/2012-05-09-five-top-tips-developing-android-apps,18,16
97,/blog/2012-05-10-how-describe-software-you-used-your-research-top-ten-tips,16,14
98,/blog/2012-05-15-clear-climate-code-rewriting-legacy-science-software-clarity,8,7
99,/blog/2012-05-16-now-its-our-turn-software-carpentry-newcastle,4,4
100,/blog/2012-05-16-top-five-tips-releasing-software,11,9
101,/blog/2012-06-01-delicate-art-politics-science-and-management,19,18
102,/blog/2012-06-06-im-starting-develop-research-software-what-infrastructure-do-i-need-our-top-tips,16,5
103,/blog/2012-06-06-my-research-software-becoming-widely-used-what-infrastructure-do-i-need-support-my-u,7,2
104,/blog/2012-06-06-strengthen-community-engagement-and-deliver-reliable-software-right-infrastructure-o,1,1
105,/blog/2012-06-06-what-infrastructure-do-you-need-start-developing-research-software-our-top-tips,26,22
106,/blog/2012-06-06-what-infrastructure-do-you-need-strengthen-community-engagement-and-deliver-reliable,7,3
107,/blog/2012-06-19-infrastructure-unselfish-software-development-our-top-tips-collected,4,3
108,/blog/2012-06-19-what-infrastructure-do-you-need-foster-closer-collaboration-around-your-software-our,6,2
109,/blog/2012-06-20-migrating-sourceforge-wordpress-blog-hosted-apps-walkthrough,94,48
110,/blog/2012-06-21-communicating-science-parliamentarians,25,18
111,/blog/2012-06-21-fascinating-day-learning-about-audio-and-music-research-soundsoftware-2012,3,3
112,/blog/2012-06-21-soundsoftware-2012-queen-mary-university-london,1,1
113,/blog/2012-06-22-fascinating-day-learning-about-audio-and-music-research-soundsoftware-2012,22,19
114,/blog/2012-06-22-how-describe-software-you-used-your-research-top-ten-tips,16,8
115,/blog/2012-06-22-sicsa-2012,3,1
116,/blog/2012-06-22-why-it-can-be-good-researchers-avoid-reality,4,1
117,/blog/2012-06-28-strengthen-community-engagement-and-deliver-reliable-software-right-infrastructure-o,9,6
118,/choosing-right-open-source-software-your-project,3,3
119,/comment/delete/128,1,1
120,/comment/delete/129,1,1
121,/comment/delete/131,1,1
122,/comment/delete/132,2,1
