,ga:pagepath,ga:pageviews,ga:uniquepageviews
0,/,2322,1946
1,/25th-ieee-computer-based-medical-systems-cbms-2012,1,1
45,/404.html?page=/legacy-sitesdocs/3.2.0/installation_guide/support/self_help_guides/db_selfhelp.htm&amp;from=,1,1
46,/404.html?page=/legacy-sitesdocs/3.2.0/installation_guide/support/troubleshooting/change_tomcat.htm&amp;from=,4,4
47,/404.html?page=/legacy-sitesdocs/3.2.0/user_guide/omii_release/sc_services/taverna/about_taverna.htm&amp;from=android-app://com.google.android.googlequicksearchbox/https/www.google.com,1,1
48,/404.html?page=/legacy-sitesdocs/3.4.0/user_guide/sc_services/gridsam/running_gridsam_with_file_staging.htm&amp;from=,1,1
49,/404.html?page=/legacy-siteswiki/GridSAM&amp;from=,1,1
50,/404.html?page=/legacy-siteswiki/GSoC09Outcomes&amp;from=,1,1
51,/404.html?page=/legacy-siteswiki/JaxWsTutorial&amp;from=,2,2
52,/404.html?page=/legacy-siteswiki/JaxWsTutorial&amp;from=http://stackoverflow.com/questions/1348603/how-can-i-get-maven-to-stop-attempting-to-check-for-updates-for-artifacts-from-a,8,6
53,/404.html?page=/legacy-siteswiki/JaxWsTutorial&amp;from=http://stackoverflow.com/questions/15014080/manually-process-a-soap-jax-ws-request,1,1
54,/404.html?page=/legacy-siteswiki/JaxWsTutorial&amp;from=http://stackoverflow.com/questions/15014080/manually-process-a-soap-jax-ws-request?rq=1,1,1
55,/404.html?page=/legacy-siteswiki/STAFFExtendingTaverna&amp;from=http://dev.mygrid.org.uk/blog/tag/matlab/,1,1
56,/404.html?page=/legacy-siteswiki/WorkflowMonitor&amp;from=http://www.taverna.org.uk/download/associated-tools/workflow-monitor/,4,4
57,/404.html?page=/legacy-siteswiki&amp;from=,1,1
58,/404.html?page=/news/2016-07-21-research-software-engineer-rse-conference&amp;from=https://t.co/QsBzMufe2z,2,2
59,/404.html?page=/news/fellowship-programme-2016&amp;from=,2,2
60,/404.html?page=/news/fellowship-programme&amp;from=,1,1
61,/404.html?page=/news/ideas-productivity.org&amp;from=https://www.software.ac.uk/news/postdoctoral-position-cse-sw-methodologies-research,1,1
62,/404.html?page=/news/trilinos.org)&amp;from=,2,1
63,/404.html?page=/news/www.software.ac.uk/fellowship-programme&amp;from=https://www.software.ac.uk/news/fellowship-programme-2017,21,17
64,/404.html?page=/node/preview/6d3b0723-bab4-4f9e-a4ee-8d26e017424b/default&amp;from=https://www.software.ac.uk/admin/content,1,1
65,/404.html?page=/people/selina-aragon&amp;from=,3,1
66,/404.html?page=/rdvw.&amp;from=,1,1
67,/404.html?page=/resources/guides...&amp;from=http://www.google.co.in/search?q=attributes of software which reduces software costs&clientAction=534.click&ie=ISO-8859-1&hl=en,1,1
68,/404.html?page=/resources/guides/choosing-repository-your-software-project)&amp;from=,1,1
69,/404.html?page=/resources/guides/writing-readable-source-code - node-131&amp;from=,1,1
70,/404.html?page=/resources/guides/writing-readable-sourcecode&amp;from=,1,1
71,/404.html?page=/resources/preserving-software-resources&amp;from=,1,1
72,"/404.html?page=/search/node/""Mike Croucher""&amp;from=https://www.software.ac.uk/fellows/mike-croucher",3,3
73,"/404.html?page=/search/node/""Olivia Guest""&amp;from=https://www.software.ac.uk/fellows/olivia-guest",1,1
74,"/404.html?page=/search/node/""Olivia Guest""&amp;from=https://www.software.ac.uk/fellows/olivia-guest?_ga=1.111964295.2099765256.1469629709",1,1
75,/404.html?page=/search/node/Alexandra Simperler&amp;from=https://www.software.ac.uk/fellows/alexandra-simperler?_ga=1.225109338.1541428185.1472451190,1,1
76,/404.html?page=/search/node/Allen Pope&amp;from=https://www.software.ac.uk/fellows/allen-pope?_ga=1.78714324.1353735268.1472198731,1,1
77,/404.html?page=/search/node/Alys Brett&amp;from=https://www.software.ac.uk/fellows/alys-brett?_ga=1.228976540.1664452697.1472197749,1,1
78,/404.html?page=/search/node/Anna Powell Smith&amp;from=https://www.software.ac.uk/fellows/anna-powell-smith,1,1
79,/404.html?page=/search/node/Bethan Davies&amp;from=,1,1
80,/404.html?page=/search/node/Bethan Davies&amp;from=https://www.software.ac.uk/fellows/bethan-davies?_ga=1.219110096.893459553.1471608156,1,1
81,/404.html?page=/search/node/Bethan Davies&amp;from=https://www.software.ac.uk/fellows/bethan-davies?_ga=1.84611417.1353735268.1472198731,2,1
82,/404.html?page=/search/node/Boris Adryan&amp;from=https://www.software.ac.uk/fellows/boris-adryan?_ga=1.30462717.335941288.1472649315,1,1
83,/404.html?page=/search/node/Boris Adryan&amp;from=https://www.software.ac.uk/fellows/boris-adryan?_ga=1.65659309.2081070962.1472221589,1,1
84,/404.html?page=/search/node/Caitlin Bentley&amp;from=https://www.software.ac.uk/fellows/caitlin-bentley,1,1
85,/404.html?page=/search/node/Caroline Jay&amp;from=https://www.software.ac.uk/fellows/caroline-jay?_ga=1.151801598.616737128.1472042641,1,1
86,/404.html?page=/search/node/Caroline Jay&amp;from=https://www.software.ac.uk/fellows/caroline-jay?_ga=1.212258772.1908559949.1472129218,2,1
87,/404.html?page=/search/node/Claire Donoghue&amp;from=https://www.software.ac.uk/fellows/claire-donoghue,2,2
88,/404.html?page=/search/node/Craig MacLachlan&amp;from=https://www.software.ac.uk/fellows/craig-maclachlan,2,1
89,/404.html?page=/search/node/Craig MacLachlan&amp;from=https://www.software.ac.uk/fellows/craig-maclachlan?_ga=1.118150666.2037971189.1472220028,1,1
90,/404.html?page=/search/node/David Perez-Suarez&amp;from=https://www.software.ac.uk/fellows/david-perez-suarez?_ga=1.102378305.1163203423.1467240146,1,1
91,/404.html?page=/search/node/David Perez-Suarez&amp;from=https://www.software.ac.uk/fellows/david-perez-suarez?_ga=1.214806359.1908559949.1472129218,1,1
92,/404.html?page=/search/node/David Perez-Suarez&amp;from=https://www.software.ac.uk/fellows/david-perez-suarez?_ga=1.226402846.502686957.1472660044,1,1
93,/404.html?page=/search/node/David Perez-Suarez&amp;from=https://www.software.ac.uk/fellows/david-perez-suarez?_ga=1.246719748.1666316710.1472414818,1,1
94,/404.html?page=/search/node/Derek Groen&amp;from=https://www.software.ac.uk/fellows/derek-groen,1,1
95,/404.html?page=/search/node/Derek Groen&amp;from=https://www.software.ac.uk/fellows/derek-groen?_ga=1.166815799.846265053.1470063346,1,1
96,/404.html?page=/search/node/Dominic Orchard&amp;from=https://www.software.ac.uk/fellows/dominic-orchard?_ga=1.20341112.176094962.1449680176,1,1
97,/404.html?page=/search/node/Elisa Loza Reyes&amp;from=https://www.software.ac.uk/fellows/elisa-loza-reyes,1,1
98,/404.html?page=/search/node/Farah Ahmed&amp;from=https://www.software.ac.uk/fellows/farah-ahmed?_ga=1.102126918.633283830.1469717708,1,1
99,/404.html?page=/search/node/Haines&amp;from=,1,1
100,/404.html?page=/search/node/Heather Ford&amp;from=https://www.software.ac.uk/fellows/heather-ford?_ga=1.192670829.670779536.1472031388,1,1
101,/404.html?page=/search/node/Heather Ford&amp;from=https://www.software.ac.uk/fellows/heather-ford?_ga=1.208204946.1075708141.1472242792,1,1
102,/404.html?page=/search/node/Heather Ford&amp;from=https://www.software.ac.uk/fellows/heather-ford?_ga=1.231697823.124445142.1472124468,1,1
103,/404.html?page=/search/node/Heather Ford&amp;from=https://www.software.ac.uk/fellows/heather-ford?_ga=1.77028444.875057275.1472238667,1,1
104,/404.html?page=/search/node/Heather Packer&amp;from=https://www.software.ac.uk/fellows/heather-packer,1,1
105,/404.html?page=/search/node/Iza Romanowska&amp;from=https://www.software.ac.uk/fellows/iza-romanowska?_ga=1.224776474.1898526620.1472136128,1,1
106,/404.html?page=/search/node/James Harold Davenport&amp;from=https://www.software.ac.uk/fellows/james-harold-davenport?_ga=1.95483163.683882966.1472020970,1,1
107,/404.html?page=/search/node/James Hetherington&amp;from=https://www.software.ac.uk/fellows/james-hetherington,1,1
108,/404.html?page=/search/node/James Spencer&amp;from=https://www.software.ac.uk/fellows/james-spencer,1,1
109,/404.html?page=/search/node/Kayla Iacovino&amp;from=https://www.software.ac.uk/fellows/kayla-iacovino,1,1
110,/404.html?page=/search/node/Kristy Revell&amp;from=https://www.software.ac.uk/fellows/kristy-revell?_ga=1.108596102.520456235.1472049450,1,1
111,/404.html?page=/search/node/Larisa Blazic&amp;from=https://www.software.ac.uk/fellows/larisa-blazic,1,1
112,/404.html?page=/search/node/Laurent Gatto&amp;from=https://www.software.ac.uk/fellows/laurent-gatto,1,1
113,/404.html?page=/search/node/Liberty Foreman&amp;from=https://www.software.ac.uk/fellows/liberty-foreman?_ga=1.69026521.97452617.1465833815,1,1
114,/404.html?page=/search/node/Manuel Corpas&amp;from=https://www.software.ac.uk/fellows/manuel-corpas,1,1
115,/404.html?page=/search/node/Manuel Corpas&amp;from=https://www.software.ac.uk/fellows/manuel-corpas?_ga=1.192670829.670779536.1472031388,1,1
116,/404.html?page=/search/node/Manuel Corpas&amp;from=https://www.software.ac.uk/fellows/manuel-corpas?_ga=1.226402846.502686957.1472660044,1,1
117,/404.html?page=/search/node/Manuel Corpas&amp;from=https://www.software.ac.uk/fellows/manuel-corpas?_ga=1.62991788.288562234.1430223202,1,1
118,/404.html?page=/search/node/Mark Basham&amp;from=https://www.software.ac.uk/fellows/mark-basham,1,1
119,/404.html?page=/search/node/Mark Basham&amp;from=https://www.software.ac.uk/fellows/mark-basham?_ga=1.227395741.1664452697.1472197749,1,1
120,/404.html?page=/search/node/Mark Stillwell&amp;from=,1,1
121,/404.html?page=/search/node/Mark Stillwell&amp;from=https://www.software.ac.uk/fellows/mark-stillwell?_ga=1.116285893.294494860.1451921552,1,1
122,/404.html?page=/search/node/Melodee Helene Beals&amp;from=https://www.software.ac.uk/fellows/melodee-helene-beals?_ga=1.77028444.875057275.1472238667,1,1
123,/404.html?page=/search/node/Michael Fischer&amp;from=https://www.software.ac.uk/fellows/michael-fischer,3,2
124,/404.html?page=/search/node/Oliver Laslett&amp;from=https://www.software.ac.uk/fellows/oliver-laslett,1,1
125,/404.html?page=/search/node/Rebecca Wilson&amp;from=https://www.software.ac.uk/fellows/rebecca-wilson?_ga=1.121962700.670779536.1472031388,1,1
126,/404.html?page=/search/node/Robert Haines&amp;from=https://www.software.ac.uk/fellows/robert-haines,3,3
127,/404.html?page=/search/node/Robert Haines&amp;from=https://www.software.ac.uk/fellows/robert-haines?_ga=1.62991788.288562234.1430223202,1,1
128,/404.html?page=/search/node/Robert Patton&amp;from=,2,2
129,/404.html?page=/search/node/Robert Paul Davey&amp;from=https://www.software.ac.uk/fellows/robert-paul-davey?_ga=1.226402846.502686957.1472660044,1,1
130,/404.html?page=/search/node/Robert Paul Davey&amp;from=https://www.software.ac.uk/fellows/robert-paul-davey?_ga=1.32014647.804623418.1472051893,2,1
131,/404.html?page=/search/node/Robin Wilson&amp;from=https://www.software.ac.uk/fellows/robin-wilson,2,2
132,/404.html?page=/search/node/Robin Wilson&amp;from=https://www.software.ac.uk/fellows/robin-wilson?_ga=1.199894701.288562234.1430223202,2,2
133,/404.html?page=/search/node/Robin Wilson&amp;from=https://www.software.ac.uk/fellows/robin-wilson?_ga=1.215168788.2091669277.1454087787,1,1
134,/404.html?page=/search/node/Sarah Mount&amp;from=https://www.software.ac.uk/fellows/sarah-mount?_ga=1.193882148.846265053.1470063346,1,1
135,/404.html?page=/search/node/Sarah Mount&amp;from=https://www.software.ac.uk/fellows/sarah-mount?_ga=1.4352691.1629822301.1471255470,1,1
136,/404.html?page=/search/node/Steve Harris&amp;from=https://www.software.ac.uk/fellows/steve-harris?_ga=1.184347110.1722583090.1472136240,1,1
137,/404.html?page=/search/node/Steve Harris&amp;from=https://www.software.ac.uk/fellows/steve-harris?_ga=1.44927841.456239659.1470733741,1,1
138,/404.html?page=/search/node/Steve Harris&amp;from=https://www.software.ac.uk/fellows/steve-harris?_ga=1.69026521.97452617.1465833815,1,1
139,/404.html?page=/search/node/Terhi Nurmikko-Fuller&amp;from=https://www.software.ac.uk/fellows/terhi-nurmikko-fuller?_ga=1.199653293.201442232.1460033588,1,1
140,/404.html?page=/search/node/Torsten Reimer&amp;from=https://www.software.ac.uk/fellows/torsten-reimer,1,1
141,/404.html?page=/search/node/Yannick Wurm&amp;from=https://www.software.ac.uk/fellows/yannick-wurm?_ga=1.101915331.335941288.1472649315,1,1
142,/404.html?page=/sites/default/files/images/content/r&amp;from=,1,1
143,"/404.html?page=/sites/default/files/SSI-SoftwareEvaluationCriteria.pdf,&amp;from=",1,1
144,/404.html?page=/sites/default/files/SSISoftwareEvaluationCriteria.pdf&amp;from=,1,1
145,/404.html?page=/tag-feed?tag=ask steve!&amp;from=http://asksteve.software.ac.uk/,6,6
146,/404.html?page=/tag-feed?tag=ask the institute&amp;from=https://www.software.ac.uk/best-blog,2,2
147,/404.html?page=/tag-feed?tag=author:william vassilis karageorgos&amp;from=https://www.google.com/,1,1
148,/404.html?page=/tag-feed?tag=Breaking Software Barriers&amp;from=https://www.software.ac.uk/best-blog,6,5
149,/404.html?page=/tag-feed?tag=Day in the software life&amp;from=,1,1
150,/404.html?page=/tag-feed?tag=Day in the software life&amp;from=https://test.www.software.ac.uk/best-blog,2,1
151,/404.html?page=/tag-feed?tag=day in the software life&amp;from=https://www.google.co.uk/,2,1
152,/404.html?page=/tag-feed?tag=Day in the software life&amp;from=https://www.software.ac.uk/best-blog,14,12
153,/404.html?page=/tag-feed?tag=Desert Island Hard Disks&amp;from=https://test.www.software.ac.uk/best-blog,1,1
154,/404.html?page=/tag-feed?tag=Desert Island Hard Disks&amp;from=https://www.software.ac.uk/best-blog,2,2
155,/404.html?page=/tag-feed?tag=Heroes of software engineering&amp;from=https://www.software.ac.uk/best-blog,4,3
156,/404.html?page=/tag-feed?tag=Jobs&amp;from=http://www.software.ac.uk/tag-feed?tag=Jobs,1,1
157,/404.html?page=/tag-feed?tag=Monthly updates&amp;from=https://www.software.ac.uk/best-blog,2,2
158,/404.html?page=/tag-feed?tag=of&amp;from=,1,1
159,/404.html?page=/tag-feed?tag=Top Tips&amp;from=https://www.software.ac.uk/best-blog,3,3
160,/404.html?page=/tag-feed?tag=Women in software&amp;from=https://www.software.ac.uk/best-blog,1,1
161,/404.html?page=/tag-feed?tag=Women in Software&amp;from=https://www.software.ac.uk/blog/2014-03-25-how-photo-playboy-became-part-scientific-culture,1,1
162,/404.html?page=/tag/case studies&amp;from=,1,1
163,/404.html?page=/tag/Day in the software life&amp;from=,2,1
164,/404.html?page=/tag/open refine&amp;from=,1,1
165,/404.html?page=/tags/consultancy-0?page=2&amp;from=https://www.google.nl/,1,1
166,/404.html?page=/tags/Day in the software life&amp;from=,3,2
167,/404.html?page=/tags/Day in the Software life&amp;from=,1,1
168,/404.html?page=/tags/Day in the software life&amp;from=https://test.www.software.ac.uk/taxonomy/term/2210/edit?destination=/admin/structure/taxonomy/manage/tags/overview,1,1
169,/404.html?page=/tags/desert-island-hard-disks&amp;from=,1,1
170,/404.html?page=/tags/top-tips-0&amp;from=,1,1
171,/404.html?page=/tags/top-tips&amp;from=,1,1
172,/404.html?page=/taxonomy/term/3016&amp;from=https://www.google.co.uk/,1,1
173,/404.html?page=/taxonomy/term/35&amp;from=https://www.google.co.uk/,1,1
174,/404.html?page=/taxonomy/term/taxonomy/term/1612&amp;from=https://www.software.ac.uk/taxonomy/term/1653,1,1
175,/404.html?page=/taxonomy/term/taxonomy/term/1653&amp;from=https://www.software.ac.uk/taxonomy/term/1653,3,3
176,/404.html?page=/taxonomy/term/taxonomy/term/2267&amp;from=https://www.software.ac.uk/taxonomy/term/1653,2,2
177,/404.html?page=/theme-feed?page=11&theme=training&amp;from=http://www.urlopener.com/homepage.html,1,1
178,/404.html?page=/theme-feed?page=61&theme=Community&amp;from=https://www.google.it/,1,1
179,/404.html?page=/theme-feed?page=71&theme=Community&amp;from=https://www.google.co.uk/,1,1
180,/404.html?page=/theme-feed?theme=community&amp;from=,13,13
181,/404.html?page=/wiki&amp;from=,1,1
182,/404.html?page=/www.software.ac.uk/fellowship-programme&amp;from=https://www.software.ac.uk/,1,1
183,/404.html?page=/xmlsitemap&amp;from=,1,1
184,/about,213,152
185,/about/advisory-board,24,20
186,/about/advisory-board-0/matthew-dovey,5,5
187,/about/advisory-board/david-gavaghan,1,1
188,/about/advisory-board/david-snelling,2,2
189,/about/advisory-board/kevin-ashley,1,1
190,/about/advisory-board/mark-plumbley,2,2
191,/about/advisory-board/neil-geddes,4,4
192,/about/advisory-board/susan-morrell,1,1
193,/about/contact,47,45
194,/about/how-cite-us,18,16
195,/about/media-enquiries,2,2
196,/about/our-partners,35,31
197,/about/our-partners?mpw=,4,4
198,/about/people,5,4
199,/about/people/,1,1
200,/about/people/aleksandra-nenadic,7,7
201,/about/people/aleksandra-pawlik,35,31
202,/about/people/alexander-hay,3,3
203,/about/people/arno-proeme,2,2
204,/about/people/carole-goble,8,7
205,/about/people/claire-wyatt,3,2
206,/about/people/clem-harris,4,4
207,/about/people/david-de-roure,4,4
208,/about/people/devasena-inupakutika,3,3
209,/about/people/giacomo-peru,3,3
210,/about/people/graeme-smith,1,1
211,/about/people/iain-emsley,3,3
212,/about/people/john-robinson,6,5
213,/about/people/les-carr,6,6
214,/about/people/malcolm-atkinson,2,2
215,/about/people/malcolm-illingworth,2,2
216,/about/people/mario-antonioletti,5,5
217,/about/people/mark-parsons,5,5
218,/about/people/mike-jackson,10,10
219,/about/people/neil-chue-hong,43,37
220,/about/people/raniere-silva,14,12
221,/about/people/rob-baxter,1,1
222,/about/people/selina-aragon,9,8
223,/about/people/shoaib-sufi,11,8
224,/about/people/simon-hettrick,45,40
225,/about/people/steve-crouch,21,21
226,/about/people/toni-collins,15,10
227,/about/people/toni-collis,2,2
228,/aleksandra-nenadic,2,2
229,/american-geophysical-union-fall-meeting-2013-0,1,1
230,/astonishingly-fast-fitting-models-big-datasets,1,1
231,/author/matthew-turk,2,2
232,/author/neil-geddes,1,1
233,/author/robert-haines,1,1
234,/author/susan-morrell,4,1
235,/banner-2018,5,4
236,/banner-2021,5,2
237,/banner-2056,2,1
238,/banner-2057,1,1
239,/banner-2058,1,1
240,/banner-2059,6,4
241,/best-blog,82,52
242,/blog,183,142
243,/blog?page=0,1,1
244,/blog?page=1,17,15
245,/blog?page=15,2,1
246,/blog?page=2,11,7
247,/blog?page=3,7,6
248,/blog?page=37,1,1
249,/blog?page=4,3,3
250,/blog?page=5,1,1
251,/blog?page=56,3,2
252,/blog?page=57,6,2
253,/blog?page=6,1,1
254,/blog?page=7,1,1
255,/blog?page=8,2,2
256,/blog/,3,3
257,/blog/2010-09-07-keep-date-software-sustainability-institute,1,1
258,/blog/2010-09-14-oyez-oyez-oyez-plenty-shout-about-ahm-2010,1,1
259,/blog/2010-11-24-what-cloud-computing-got-right,1,1
260,/blog/2010-12-16-experiences-paraview-and-python,11,10
261,/blog/2011-01-18-thinking-about-migrating-different-repository,9,9
262,/blog/2011-02-23-sword-software-ontology-research-description,6,4
263,/blog/2011-04-14-coder-programmer-or-software-developer-spot-difference,464,441
264,/blog/2011-04-19-ancient-greeks-knew-thing-or-two-about-software-problems,5,4
265,/blog/2011-05-02-publish-or-be-damned-alternative-impact-manifesto-research-software,8,8
266,/blog/2011-06-02-commercialising-your-software,21,14
267,/blog/2011-06-22-what-makes-good-code-good,7,7
268,/blog/2011-07-08-why-reproducibility-important,3,3
269,/blog/2011-09-02-wtfsmin-indicator-code-quality,28,24
270,/blog/2011-09-12-ask-steve-security-decay-enter-dragon-0,1,1
271,/blog/2011-10-04-beyond-weather-metum-and-art-weather-forecasting,1,1
272,/blog/2011-10-13-save-scientific-legacy-code,2,2
273,/blog/2011-10-18-open-street-map-and-participatory-mapping,1,1
274,/blog/2011-10-20-biodiversity-spice-life,1,1
275,/blog/2011-11-18-body-scanning-and-patterned-socks,1,1
276,/blog/2011-11-30-celery-not-be-sniffed,3,3
277,/blog/2011-12-16-what-makes-good-code-good-digital-social-research-view,115,110
278,/blog/2012-01-19-how-easy-it-teach-software-skills,7,7
279,/blog/2012-01-19-how-easy-it-teach-software-skills?mpw=,1,1
280,/blog/2012-02-03-usability-sustainability,4,3
281,/blog/2012-03-05-five-top-tips-promoting-your-software,144,137
282,/blog/2012-03-23-announcing-journal-open-research-software-software-metajournal,3,3
283,/blog/2012-03-27-rtfm-four-letter-word,33,32
284,/blog/2012-03-27-rtfm-four-letter-word?mpw=,1,1
285,/blog/2012-04-16-marrying-prince2-agile-development,190,180
286,/blog/2012-04-16-marrying-prince2-agile-development?mpw=,4,4
287,/blog/2012-04-16-marrying-prince2-agile-development/,3,1
288,/blog/2012-04-16-opportunity-learn-huge-amount-very-short-time,1,1
289,/blog/2012-04-17-developing-dynamic-biomedical-research-support-systems-need-domain-expertise,1,1
290,/blog/2012-04-19-top-tips-using-open-source-repository,9,8
291,/blog/2012-04-23-work-scientific-software-engineers-recognised-academia,13,13
292,/blog/2012-04-26-ask-steve-self-assessing-your-own-software-very-nifty-resource,1,1
293,/blog/2012-04-26-top-five-donts-software-development,18,17
294,/blog/2012-05-03-five-tops-tips-documentation,6,5
295,/blog/2012-05-08-how-encourage-developers-share-code,3,3
296,/blog/2012-05-09-five-top-tips-developing-android-apps,20,16
297,/blog/2012-05-16-top-five-tips-releasing-software,34,34
298,/blog/2012-06-06-what-infrastructure-do-you-need-start-developing-research-software-our-top-tips,10,10
299,/blog/2012-06-20-migrating-sourceforge-wordpress-blog-hosted-apps-walkthrough,2,2
300,/blog/2012-06-22-how-cite-and-describe-software-you-used-your-research-top-ten-tips,7,7
301,/blog/2012-06-22-how-describe-software-you-used-your-research-top-ten-tips,2,1
302,/blog/2012-07-02-hosted-continuous-integration-servers-infrastructure,1,1
303,/blog/2012-07-17-infrastructure-unselfish-software-development-collection-top-tips,1,1
304,/blog/2012-07-17-new-approach-software-design-better-stories,3,3
305,/blog/2012-07-27-r-or-not-r-royal-statistical-society,5,4
306,/blog/2012-08-16-what-research-software-community-and-why-should-you-care,3,3
307,/blog/2012-09-19-space-software-nasas-final-frontier,1,1
308,/blog/2012-09-24-choose-your-own-adventure,3,3
309,/blog/2012-09-28-multi-disciplinary-software-construction-workshop,1,1
310,/blog/2012-10-15-social-network-fatigue,1,1
311,/blog/2012-11-02-top-tips-helpers-software-carpentry-bootcamp,20,19
312,/blog/2012-11-06-hosting-software-carpentry-boot-camp-top-tips,2,1
313,/blog/2012-11-09-consultancy-online-psychology-application,1,1
314,/blog/2012-11-09-craftsperson-and-scholar,8,8
315,/blog/2012-11-09-craftsperson-and-scholar?mpw=,1,1
316,/blog/2012-11-12-revision-control-not-just-source-code-morality-tale,2,2
317,/blog/2012-11-27-twitter-tips-what-i-have-learned-about-getting-more-followers,4,2
318,/blog/2012-12-06-software-carpentry-edinburgh,4,2
319,/blog/2013-01-08-top-tips-instructors-software-carpentry-boot-camp,2,2
320,/blog/2013-01-10-ten-simple-rules-open-development-scientific-software,7,6
321,/blog/2013-01-21-why-isnt-there-more-open-source-research,4,4
322,/blog/2013-01-25-being-business-experiences-research-project,6,4
323,/blog/2013-01-25-haters-gonna-hate-why-you-shouldnt-be-ashamed-releasing-your-code,19,19
324,/blog/2013-02-20-process-cataloguing-software,1,1
325,/blog/2013-02-27-future-semantic-web-cultural-heritage-and-privacy,2,2
326,/blog/2013-02-28-systems-biology-hyperbole-and-hypotheses,1,1
