,ga:pagepath,ga:pageviews,ga:uniquepageviews
0,/,1827,1413
1,/403.html?page=/admin/content&amp;from=https://www.software.ac.uk/admin/content?status=All&type=All&title=CW18&langcode=All,1,1
2,/403.html?page=/blog/2016-09-30-using-github-effectively&amp;from=https://github.com/,1,1
3,/403.html?page=/blog/2017-11-22-executing-python-code-submitted-web-service&amp;from=,2,2
4,/403.html?page=/blog/2017-11-22-executing-python-code-submitted-web-service&amp;from=https://github.com/,1,1
5,/403.html?page=/blog/2017-11-22-short-review-four-python-web-frameworks&amp;from=,1,1
6,/403.html?page=/comment/16776&amp;from=https://www.seoprofiler.com/olp/links?q=solitaire-klondike.net&pid=58a4df6f90a64b20&st=0&sq=&dt=0&dq=&follow=dofollow&trust=all&tt=0&tq=&at=0&aq=&ind=all&cat=all&tld=all&special=all&found=0&sort=12&num=20&unique=unique&filter=Filter+links,1,1
7,/403.html?page=/comment/18192&amp;from=https://www.seoprofiler.com/olp/links?q=freepaypalgiftcard.com&pid=58a4df6f90a64b20&st=0&sq=&dt=0&dq=&follow=dofollow&trust=all&tt=0&tq=&at=0&aq=&ind=all&cat=all&tld=all&special=all&found=0&sort=12&num=20&unique=unique&filter=Filter+links,1,1
8,/403.html?page=/comment/34763&amp;from=https://www.seoprofiler.com/olp/links?q=driving-directionsmaps.com&pid=58a4df6f90a64b20&st=0&sq=&dt=0&dq=&follow=all&trust=all&tt=0&tq=&at=0&aq=&ind=all&cat=all&tld=all&special=all&found=0&sort=16&num=20&unique=unique&filter=Filter+links&page=8,1,1
9,/403.html?page=/comment/40818&amp;from=https://docs.google.com/spreadsheets/d/1whlUwGNqQViDROF-kX3zb_NrkLXVp6sPITX10X0pNyo/edit?pli=1,1,1
10,/403.html?page=/comment/40917&amp;from=https://www.seoprofiler.com/olp/links?q=https://currentaffairs.gktoday.in&pid=ff6f7fc4d826b7ee&page=948,1,1
11,/403.html?page=/comment/41189&amp;from=https://ahrefs.com/site-explorer/backlinks/v5/external-similar-links/subdomains/recent/all/educational/1/ahrefs_rank_desc?target=https://www.corpwriting.com/,1,1
12,/403.html?page=/comment/42692&amp;from=https://ahrefs.com/site-explorer/backlinks/v5/external-similar-links/prefix/recent/all/all/1/domain_rank_desc?target=https://www.ingic.ae/software-development/,2,1
13,/403.html?page=/comment/43363&amp;from=https://ahrefs.com/site-explorer/backlinks/v5/external-per-domain/prefix/live/all/all/2/links_external_asc?target=https://domyessay.today/&platform=cms,1,1
14,/403.html?page=/comment/43363&amp;from=https://www.seoprofiler.com/olp/links?q=http://mxbpointcodes.com/&pid=1136570550a858ad&sort=12,1,1
